x_px,y_px
431.0,623.0
431.0,690.0
431.0,703.6666666666666
431.0,757.3333333333334
431.0,765.0
431.0,772.6666666666666
431.0,790.0
431.0,804.0
431.0,862.0
431.0,869.6666666666666
431.0,889.0
431.06666666666666,570.8666666666667
431.14285714285717,464.2857142857143
431.3939393939394,494.5151515151515
431.4,448.6
431.8125,526.5
431.85,548.35
432.0,542.0
432.375,451.75
433.6666666666667,560.0
435.0,676.0
436.1666666666667,603.1666666666666
436.5,311.25
437.0,711.0
437.15384615384613,468.0
437.5,806.25
438.0,418.0
438.0,642.0
438.0,659.0
438.0,695.0
439.1666666666667,506.6666666666667
440.25,364.25
440.6666666666667,329.0
440.6666666666667,348.0
440.6666666666667,729.0
441.0,542.0769230769231
441.0,787.0
442.35714285714283,584.9285714285714
442.5,676.25
442.5,824.0
442.6666666666667,526.0
443.93333333333334,751.0
444.2,859.7
445.3333333333333,435.0
447.0,841.0
448.0,806.0
448.4,802.8
448.6,773.8
448.75,861.75
448.88235294117646,881.8823529411765
448.89473684210526,680.0
449.0,83.33333333333333
449.0,309.6666666666667
449.0,405.0
449.0,428.6666666666667
449.0,480.0
449.0,491.0
449.0,505.0
449.0,540.6666666666666
449.0,562.0
449.0,568.0
449.0,573.3333333333334
449.0,580.3333333333334
449.0,605.0
449.0,617.0
449.0,640.0
449.0,656.0
449.0,676.0
449.0,700.0
449.0,710.0
449.0,822.0
449.0,831.3333333333334
449.0,844.875
449.0,878.0
449.1666666666667,751.0
449.25,735.0
449.72727272727275,721.0
451.0,695.0
452.375,541.375
452.7142857142857,490.04761904761904
454.0,770.3720930232558
454.25,603.625
455.0,507.0
456.0,560.0
456.0,585.0
456.0,624.0
458.0,295.0
458.0,526.0
458.0,823.8333333333334
458.4,729.6
459.0,676.0
460.0,435.0
460.0,711.0
461.0,806.0
461.3333333333333,400.0
461.3333333333333,751.0
461.5,787.8125
462.0,311.25
462.57142857142856,210.0
463.0,364.0
464.0,418.0
464.0,452.0
464.0,642.0
464.0,841.0
464.6666666666667,585.0
465.0,348.0
465.0,603.0
466.0,329.0
466.0,542.0
466.25,526.0
467.0,507.0
467.4,559.8
467.4,695.4
468.0,624.0
468.0,729.0
469.0,877.75
469.6666666666667,659.0
472.5,603.1666666666666
472.6666666666667,542.0
474.42857142857144,538.2857142857143
474.5,754.75
474.5833333333333,779.7083333333334
474.6666666666667,787.0
474.75,712.75
474.85714285714283,824.7142857142857
